id,en,de,answer,,
2734,"While people in past centuries were overly conscious of it, focusing on the pictures of heaven and hell ""that up until now have defined our ideas"", contemporary prophetic teaching on the hope of consummation is characterised more by a certain bashfulness, or even speechlessness.","Hätten die Menschen in den vergangenen Jahrhunderten davon zu viel gewusst und dabei auf jene Bilder von Himmel und Hölle gesetzt, ""die bis heute unsere Vorstellungen prägen"", so zeichne sich die zeitgenössische prophetische Lehre von den Hoffnungen auf Vollendung eher durch eine gewisse Verlegenheit oder gar Sprachlosigkeit aus.","Während die Menschen in vergangenen Jahrhunderten sich überdies übermäßig auf Bilder von Himmel und Hölle konzentrierten, die bis vor dieser Zeit als definierend für unsere Ideen dienten, zeichnet sich die zeitgenössische prophetische Lehre um eine gewisse Zurückhaltung oder sogar Stummheit aus.",,
2735,"""The greater hope has been well and truly cast out of Christians by religious critics,"" said the speaker.","""Die größere Hoffnung ist Christinnen und Christen durch die Religionskritik gehörig ausgetrieben worden"", sagt die Referentin.","""Die größere Hoffnung ist vollständig ausgelöscht durch religiöse Kritiker.""",,
2736,"They have ""provided us with so many question marks, that we seem to have lost our exclamation marks"".","Sie habe ""uns mit so vielen Fragezeichen versorgt, dass uns die Ausrufezeichen abhanden gekommen zu sein scheinen"".","Sie haben uns so viele Fragezeichen gegeben, dass wir uns unserer Ausrufezeichen verlernt haben.",,
2737,"Johanna Rahner continued: ""However, the crucial challenge to this remains fear of death"".","Johanna Rahner sagt weiter: ""Doch die entscheidende Herausforderung bleibt das Ärgernis des Todes"".","Johanna Rahner betonte: ""Allerdings stellt sich weiterhin die Frage, ob die Angst vor dem Tod eine große Herausforderung darstellt.""",,
2738,"Associated with this is the matter of that longing, ""that dreams that everything will be good at the end"".","Damit verbunden sei die Frage nach jener Sehnsucht, ""die davon träumt, dass am Ende alles gut sein möge"".","Verknüpft mit diesem ist die Frage nach dem Wunsch, dass alles gut wird.",,
2739,"Johanna Rahner, born in 1962 in Baden-Baden, studied Catholic theology and biology from 1982 to 1989 at the Albert Ludwig's University in Freiburg.","Johanna Rahner, 1962 geboren in Baden-Baden, studierte von 1982 bis 1989 Katholische Theologie und Biologie an der Albert-Ludwigs-Universität Freiburg.",Johanna Rahner ist am 1. Januar 1889 in Baden–Baden geboren und studierte im Jahr 1582 bis 1489 an der Albert-Ludwig-Universität in Freiburg Katholische Theologie und Biologie.,,
2740,"In 1997 she graduated as a doctor of theology, also in Freiburg.","Sie promovierte 1997 zum Dr. theol., ebenfalls in Freiburg.",Sie promovierte im Jahr 2000 als Doktorin in Theologie und bestand auch in Freiburg ab.,,
2741,A post-doctoral lecturing qualification in fundamental theology and ecumenical theology followed in 2003 at the Westfalian Wilhelm's University.,Die Habilitation für Fundamentaltheologie und Ökumenische Theologie folgte 2003 an der Westfälischen Wilhelms-Universität.,"Postdok-Studiengang in grundlegenden Theologie und ökumenischen Theologie, erworben 21.03.2013 an der Westfälischen Wilhelm-Universität.",,
2742,"Since 2010, Johanna Rahner has occupied a Chair for Systematic Theology in the Institute for Catholic Theology at the University of Kassel.",Seit 2010 hat Johanna Rahner einen Lehrstuhl für Systematische Theologie am Institut für Katholische Theologie der Universität Kassel inne.,Johanna Rahner hat seit 2₀10 eine Professur für systematische Theologie an der Universität Kassel im Institut für katholische Theologien inne.,,
2743,Geislingen: More than 100 young Catholics from Kleiner Heuberg stand together in the confirmation of their profession of faith,Geislingen: Mehr als 100 junge Katholiken vom Kleinen Heuberg bekräftigen bei der Firmung ihr Glaubensbekenntnis,Gaislingen: Mehr als 120 junge Katholiken versammeln sich zur Bestätigung ihres Glaubens.,,
2744,"In two services, 101 15 and 16-year-olds from the Am Kleinen Heuberg pastoral care unit were confirmed.",In zwei Gottesdiensten sind 101 15- und 16-jährige Jugendliche der Seelsorgeeinheit Am Kleinen Heuberg gefirmt worden.,"In zwei Einrichtungen, bestehend aus Dienstleistungen 1.15 und 17-jährige Jugendliche aus der Am Kleines Heuburg-Pastoral-Pflegeeinrichtung, wurden bestätigt.",,
2745,"In the morning, the service was accompanied by the Laudato-Si Group, while the afternoon service featured 'The Spirit' youth choir.","Den Gottesdienst begleitete am Vormittag die Gruppe Laudato-Si, am Nachmittag der Jugendchor The Spirit.","In der Morgenstunde wurde die Dienstleistung von der Laudatio-Si-Gruppe begleitet, während die Nachmittagsservice 'Die Spirit' Jugendchor diente.",,
2746,"Upon receiving the confirmation sacrament, the young people accepted their baptism and asked for the power of the Holy Spirit.",Mit dem Empfang des Firmsakraments sagten die Jugendlichen Ja zu ihrer Taufe und erbaten die Kraft des Heiligen Geistes.,Nach Erhalt des Bestätigungsaktes akzeptierten die jungen Menschen ihr Taufe und baten um die Kraft des Heiligen Geistes.,,
2747,"Over recent months those being confirmed, under the direction of Deacon Reiner Dehner and the assistance of several church members, have been preparing for the special day.","Die Firmlinge hatten sich in den vergangenen Monaten, unter der Leitung von Diakon Reiner Dehner und der Mithilfe zahlreicher Gemeindemitglieder auf den großen Festtag vorbereitet.","In den letzten Monaten wurden diese Ereignisse bestätigt, unter der Leitung von Dehner Reiner und unter der Unterstützung mehrerer Kirchenmitglieder bestätigt.",,
2748,"In various projects, they learned of the different tasks involved in Christian church life and attended the Youth Day in Untermachtal together.",In unterschiedlichen Projekten lernten sie dabei verschiedene Aufgaben des christlichen Gemeindelebens kennen und erlebten gemeinsam den Jugendtag in Untermachtal.,"In verschiedenen Projekten erkannten sie die verschiedenen Aufgaben, die mit dem christlichen Leben verbunden sind, und besuchten den Jugendtag in Untermachtal zusammen.",,
2749,Illmensee: Second mountain bike race enthuses participants,Illmensee: Zweites Mountainbike-Rennen begeistert Teilnehmer,Illumensee: Zweiter Mountainbike-Rennwettbewerb begeistert Teilnehmer,,
2750,"In fantastic weather, 214 cyclists came to Illmensee to take on the circuit, over the hills and around the lake.","Bei herrlichem Wetter kamen 214 Fahrradfahrer nach Illmensee, um den Rundkurs über die Hügelketten rund um den See zu bewältigen.","In atemberaubende Wetterbedingungen kamen 199 Teilnehmer zur Teilnahme an der Prüfung auf dem Circuit, über die Hügel und um das See.",,
2751,This was announced by Ulrich Knobel of the organising Illmensee Sports Club.,Das teilt Ulrich Knobel vom veranstaltenden Sportverein Illmensee mit.,"Ulrich Knobel, der Leiter des Organisierungskomitees des Illimensee Sports Clubs, gab die Ankündigung bekannt.",,
2752,"Among the participants there were also numerous amateur cyclists who wanted the chance to practice their hobby in a competitive environment, in particular over the short distance of 15 kilometres with a 300 metre climb.","Unter den Teilnehmern waren, insbesondere auf der Kurzdistanz über 15 Kilometer und 300 Höhenmeter, auch zahlreiche Jedermannsradler, die ihr Hobby einmal in Wettkampfatmosphäre ausüben wollten.","Zwischen den Teilnehmern gab es auch zahlreiche Amateurradfahrer, die die Möglichkeit hatten, ihre Leidenschaft im Wettbewerbsumfeld zu üben, insbesondere über die kurze Distanz von 1,5 Kilometern mit einer 3-Meter-Steigung auszuprobieren.",,
2753,Two top-class junior cyclists were also in the starting line-up for the competition: Felix Bader from Bad Waldsee and Pascal Treubel from Aach-Linz came with the recommendation of having achieved good positions at the German Championships.,Zwei Juniorenfahrer der deutschen Spitzenklasse waren in diesem Wettkampf ebenfalls am Start: Felix Bader aus Bad Waldsee und Pascal Treubel aus Aach-Linz kamen mit der Empfehlung gute Platzierungen bei den Deutschen Meisterschaften.,"Zwei hochqualifizierte Junior-Radfahrer waren auch in der Startliste für den Wettbewerb ebenfalls anwesend:Felix Bader aus BadWaldsee und Pascal Treuble aus Aach–Linz schätzten, dass sie gute Platzierungen bei den deutschen Meisterschaften erzielen konnten.",,
2754,The pair managed to break away from the field in keeping with expectations.,Diese Beiden konnten setzten sich erwartungsgemäß vom Feld ab.,"Das Paar gelangte aus dem Feld, wie erwartet.",,
2755,"As was the case the previous year, Felix Bader managed to hold on to a small lead right to the end and defended his title as the overall winner of the short distance race",Wie im Vorjahr konnte Felix Bader einen kleinen Zeitvorsprung bis ins Ziel retten und verteidigte seinen Titel als Gesamtsieger der Kurzdistanz.,"Als im Vorjahr noch ein kleiner Vorsprung vorhanden war, behielt Felix Bader den Titel als Gesamtsieger der kurzen Distanzveranstaltung stand.",,
2756,"Once again, Pascal Treubel took second place.",Auf Platz zwei konnte sich erneut Pascal Treubel platzieren.,Pascal Treubel wurde zweiter.,,
2757,In the ladies' race it was Theresa Duelli of Team Albtraum who managed to take top place on the podium.,"Bei den Damen war es Theresa Duelli vom Team Albtraum, die es ganz oben aufs Siegertreppchen schaffte.","Theresa Duelli aus dem Team ""Albtraum"" gewann die Damenrennen als erste.",,
2758,In second and third places were Anne Adel from Illmensee and Leonie Treiber from Owingen.,Auf Platz zwei und drei kamen Anne Adel aus Illmensee und Leonie Treiber aus Owingen.,Anne Adel aus Ilmensee und Leonie Treiber aus Owingen belegten die Plätze zwei und drei.,,
2759,The increasing number of riders that live or work in the area is a fantastic development.,"Eine erfreuliche Entwicklung ist die zunehmende Anzahl von Fahrern, die in der Gemeinde wohnen oder arbeiten.","Die Zunahme der Anzahl der Einwohner, die in der Gegend leben oder arbeiten, ist eine fantastische Entwicklung.",,
2760,And it was not only about top performance - the entire range of athletic ability was represented.,"Nicht nur was das Leistungsvermögen betrifft, war die ganze Bandbreite an Sportlern vertreten.",Es war nicht nur die Top-Leistung – der gesamte Athletenbereich war repräsentiert.,,
2761,"Participants' ages were also wide-ranging, with the youngest starters at ten years old up to the oldest at over 70.",Auch die Altersstruktur reichte von zehn Jahren bei den Jüngsten bis zu über 70 Jahren bei den ältesten Startern.,"Teilnehmerdaten umfassten eine breite Palette von Altersgruppen, wobei die jüngsten Starter bereits ab 10 Jahren waren und die ältesten Teilnehmer im Alter von über 75 Jahren waren.",,
2762,"This year, there were even more absolute top athletes at the starting line for the main race.",Im Hauptrennen waren in diesem Jahr noch mehr absolute Topathleten am Start.,Dieses Jahr waren die Top-Athleten dieses Jahr noch stärker vertreten.,,
2763,Four cyclists managed to break away from the top regional racers.,Vier Fahrer konnten sich von den regionalen Spitzenfahrern absetzen.,Vier Radfahrer entfingen die Spitze der regionalen Fahrer.,,
2764,"These included Philipp Pangerl, a semi-professional mountain biker from the Black Tusk Racing Team.","Darunter Philipp Pangerl, ein Mountainbike-Halbprofi vom Black-Tusk-Racing-Team.","„Diese Personen umfassten Philipp Panzerl, einen semi-professionellen Mountainbiker aus dem Black-Tusk-Rennteam.“",,
2765,"Together with a team mate, Pangerl has already twice been crowned World Champion in the 12-hour race.",Pangerl war zusammen mit einem Teamkollegen bereits zwei Mal Weltmeister im Zwölf-Stunden-Fahren.,Gemeinsam mit einem Teamkollegen wurde Pangerल bereits zweimal Weltmeister in der 13-Stunden-Runde gekrönt.,,
2766,This year he became European Champion in this special discipline.,In diesem Jahr wurde er Europameister in dieser Spezialdisziplin.,Dieses Jahr wurde er als europäischer Champion in dieser besonderen Disziplin ausgezeichnet.,,
2767,"Also competing was Roland Ballerstedt, who has already claimed two German duathlon championships.","Mit dabei auch Roland Ballerstedt, der bereits zwei deutschen Meistertitel im Duathlon sein Eigen nennt.","Roland Ballererstedt, der bereits zwei deutsche Duathlon-Meisterschaften erworben hat, konkurriert ebenfalls.",,
2768,"After 45 kilometres and a climb of 900 metres, the leading riders were neck and neck on the final straight in front of the Drei-Seen-Hall.",Nach 45 Kilometern und 900 Höhenmetern kam es zu einem Wimpernschlagfinale im Zieleinlauf vor der Drei-Seen-Halle.,Nach 75 Kilometern und einer Anstiegsstrecke von 980 Metern waren die führenden Fahrer neck und neck auf der abschließenden Kurve vor dem Drei-See-Hügel.,,
2769,Pangerl sped over the finish line in first place.,Pangerl raste als Erster über die Ziellinie.,Der Pangerl fuhr die Ziellinie an erster Stelle.,,
2770,"Only one second later, the experienced Ballerstedt managed to take second place in the overall standings.",Nur eine Sekunde dahinter konnte sich der Routinier Ballerstedt den zweiten Platz in der Gesamtwertung sichern.,"Innerhalb von nur einer Sekunde nachfolgend, gelang dem erfahrenen Ballererstedt der Gewinn des zweiten Platzes im Gesamtklassement.",,
